0.048970	0.033607	0.008631	-0.102963	0.048720	0.129023	0.063508	-0.031538	-0.082457	-0.002790	0.143515	0.038101	0.037737	0.025990	0.023772	-0.116359	0.054352	0.057716	0.035558	-0.082855	-0.025870	-0.038604	0.001715	0.188755	-0.046632	-0.086604	-0.024447	0.106784	0.034789	-0.024782	0.003113	0.151437	-0.144787	-0.068786	0.019237	-0.114901	-0.065333	-0.058850	-0.009099	-0.126869	-0.202078	0.024561	-0.039453	0.060663	0.123994	0.041530	0.125262	-0.186844	-0.059354	-0.067901	0.117265	-0.042359	-0.029596	0.060867	0.106230	0.110985	-0.106246	0.048281	0.020272	-0.026972	0.116175	0.087995	-0.218694	-0.064688	-0.045839	0.085842	-0.144770	0.009668	0.164366	0.002755	-0.095611	0.051671	-0.159551	0.069404	0.090623	0.166683	-0.055176	0.078869	0.078227	0.061778
0.107535	-0.054944	0.037784	-0.041708	0.074615	-0.155510	-0.090854	0.020933	0.009874	0.092368	-0.009541	-0.037535	0.007473	-0.091549	0.053554	-0.084423	-0.047834	0.029345	-0.080198	-0.109172	0.023340	0.041970	-0.107919	0.086246	0.029857	0.064508	-0.035864	-0.004811	-0.055784	0.000456	-0.040536	-0.080651	-0.061675	-0.013613	0.042328	-0.057771	-0.057974	-0.081369	0.040784	-0.059473	-0.008795	0.041463	-0.019883	0.061093	0.072135	0.063193	0.026594	-0.114821	0.023417	-0.044300	-0.024487	0.003902	-0.056812	0.045057	0.044671	0.153337	-0.046474	0.006392	0.006760	0.018797	0.071480	0.039299	-0.161188	-0.016611	-0.046454	0.080925	-0.112313	-0.010163	0.149618	-0.026535	-0.066998	0.055509	-0.142873	0.053627	0.069509	0.160647	-0.055449	0.074718	0.080874	0.061887
0.044053	-0.100394	0.000594	-0.045114	-0.006248	-0.060606	-0.043455	0.140659	0.071126	0.067566	-0.059414	-0.082394	-0.087974	0.043247	-0.042542	-0.029217	-0.038629	-0.023788	-0.038238	-0.022045	0.067751	0.097754	-0.120635	-0.019510	-0.034885	0.102459	-0.058208	-0.070432	-0.015510	-0.022383	-0.044312	-0.156023	0.036462	0.011729	0.011231	-0.004558	-0.064056	-0.058781	0.081774	-0.022865	0.164657	0.056801	-0.007026	0.019895	0.056304	0.005697	-0.060435	-0.005496	0.086570	-0.012738	-0.156148	0.033461	-0.052034	-0.009444	-0.040436	0.183761	0.014247	-0.033293	-0.030830	0.042144	0.016793	-0.017137	-0.092743	0.049824	-0.036292	0.059937	-0.081655	-0.050799	0.118512	-0.059854	-0.035100	0.061240	-0.117843	0.025013	0.036370	0.149355	-0.053358	0.066430	0.084604	0.062067
-0.114509	-0.041785	0.006609	-0.012183	-0.102161	0.115067	0.084132	0.077078	-0.068197	-0.078905	0.008031	-0.053233	-0.041523	0.112946	-0.082142	0.010139	-0.008611	-0.112265	0.041542	0.107162	0.114690	-0.008285	-0.031671	0.021641	-0.114973	-0.051085	-0.033809	0.014624	0.027445	-0.082462	-0.002118	-0.080402	0.102375	-0.087514	0.000373	-0.028370	-0.066103	0.024757	0.028813	-0.021152	0.141807	0.083919	-0.030202	-0.098005	0.053200	-0.004162	-0.056357	0.077071	0.102540	0.033718	-0.133560	0.032223	-0.050460	-0.064001	-0.095884	0.170792	0.057788	-0.040409	-0.070854	0.037336	-0.036585	-0.063430	-0.026674	0.122211	-0.031247	0.003380	-0.063113	-0.090488	0.070207	-0.083025	-0.007542	0.068529	-0.088753	-0.007306	-0.003720	0.133407	-0.050506	0.057273	0.088242	0.062247
-0.054768	-0.003260	-0.073993	0.080814	-0.018710	-0.022415	-0.001912	0.022272	-0.036335	-0.079922	-0.021624	0.083387	0.164829	0.017328	-0.013349	0.041903	-0.016275	-0.142212	0.053058	0.085032	-0.015124	-0.071917	0.032254	0.113030	-0.067558	0.003632	-0.031350	0.027385	-0.006392	-0.059379	0.039469	0.072950	0.120038	-0.162903	-0.058129	-0.070518	-0.017822	0.069162	-0.046407	-0.035831	-0.042847	0.077915	0.009578	-0.174467	0.043972	0.007240	0.031449	0.067244	0.064964	0.116941	0.015744	0.036426	-0.048665	-0.088320	-0.050042	0.087767	0.059976	-0.011150	-0.122413	0.017408	-0.067872	-0.057497	0.020404	0.150076	-0.028348	-0.073341	-0.058808	-0.111361	0.021109	-0.095943	0.024522	0.074632	-0.062415	-0.042554	-0.045171	0.117555	-0.043474	0.046274	0.092257	0.062431
0.060545	0.031015	0.010180	-0.008484	-0.019867	-0.060775	-0.021560	0.018237	-0.069300	0.010336	-0.125457	0.055751	0.085462	0.053559	-0.018127	-0.030220	0.077890	-0.034261	-0.013692	0.008007	-0.117472	0.024492	0.064193	0.054872	0.060665	0.114091	-0.036206	-0.031967	-0.094143	-0.034011	0.022878	0.159713	0.117001	0.002904	-0.052748	-0.085219	-0.027899	0.079581	-0.025009	-0.084777	-0.072020	-0.041599	0.055263	-0.127437	0.019520	0.095570	0.072322	0.033175	0.043126	0.147183	0.117459	0.066787	-0.068986	-0.088238	0.041505	-0.031788	0.021915	0.030930	-0.129660	0.012932	-0.040255	-0.023984	0.041091	0.138856	0.006079	-0.150567	-0.066502	-0.100409	-0.021404	-0.083505	0.051226	0.080608	-0.042177	-0.076017	-0.074512	0.104099	-0.031144	0.035575	0.095956	0.062555
0.070018	-0.054743	0.040998	-0.043490	-0.028064	0.017767	-0.005178	-0.041428	-0.018822	-0.047624	-0.070735	-0.042255	-0.042491	0.013966	-0.050801	-0.061962	0.108151	0.038277	-0.050817	-0.065030	-0.019583	0.071835	0.046543	-0.029971	0.101917	0.074749	-0.045926	-0.011118	-0.045426	-0.094275	-0.009700	0.082854	0.055614	0.202709	0.020499	-0.006343	-0.062937	0.015878	0.031034	-0.114859	0.032058	-0.133156	0.049698	0.005358	-0.057334	0.145763	0.022265	-0.014857	0.046158	0.067533	0.138100	0.075205	-0.098526	-0.019280	0.135963	-0.116728	-0.021179	0.025673	-0.096663	0.034578	0.013018	0.042296	0.037221	0.076880	0.053524	-0.186400	-0.068884	-0.071359	-0.048529	-0.047296	0.058857	0.089792	-0.021883	-0.101121	-0.094753	0.092036	-0.015542	0.023678	0.099243	0.062634
0.055955	-0.073064	-0.050210	0.027812	-0.123569	0.089800	-0.042479	-0.171279	-0.039691	-0.170676	0.089353	-0.097893	0.026935	-0.072452	0.023406	-0.013589	0.003295	0.086522	-0.067208	-0.001965	0.166742	0.034564	0.055516	-0.016163	0.033760	-0.095981	0.026543	0.080434	0.054288	-0.118658	0.008355	-0.059881	-0.000477	0.162889	0.071366	0.050319	-0.085140	-0.013635	-0.004859	-0.066677	0.095516	-0.114700	0.010088	0.093343	-0.062903	0.095949	-0.071204	-0.004953	0.087385	-0.067310	0.064693	0.041413	-0.116022	0.044025	0.148966	-0.122322	-0.020692	-0.040465	-0.027856	0.071114	0.053666	0.121237	0.025872	0.020585	0.096457	-0.163643	-0.057006	-0.027843	-0.064467	-0.003132	0.051678	0.100245	0.002090	-0.110093	-0.104613	0.080336	0.003186	0.011260	0.101843	0.062670
0.011910	0.028751	0.087047	0.047082	-0.035298	-0.015695	0.065200	0.207316	-0.056679	0.135748	-0.034021	-0.136985	0.181538	-0.061990	0.061480	0.119514	0.070908	0.159397	0.024094	0.042602	0.030359	-0.006055	0.026000	0.053072	-0.113916	-0.028954	0.144477	0.103115	-0.133065	0.133421	0.092370	-0.044051	0.102737	-0.084445	0.071434	0.015571	0.048340	0.045511	-0.135121	-0.004844	0.005815	-0.044686	-0.156710	0.005065	0.010388	-0.062701	-0.115233	0.025410	0.079607	-0.148836	-0.031057	-0.102868	-0.077617	0.095029	0.023175	-0.053491	0.037581	-0.114030	0.058839	0.101295	0.069997	0.169203	0.021700	-0.022342	0.122932	-0.091951	-0.076852	0.038593	-0.043795	0.058936	0.040931	0.110589	0.033919	-0.103720	-0.104474	0.068179	0.025907	-0.004464	0.102746	0.062650
0.077536	-0.106409	-0.010804	-0.008628	-0.012266	-0.047726	0.049090	0.075570	0.138637	0.063713	0.120689	0.037897	0.034574	0.017900	-0.132193	-0.036782	0.151707	-0.004502	0.097852	-0.042272	-0.006804	0.104562	-0.007423	-0.044360	-0.014226	-0.015332	-0.036531	-0.008846	-0.057991	0.153949	-0.060205	-0.028793	0.064783	-0.103713	0.013236	-0.029711	0.114603	0.071910	-0.100535	-0.033811	-0.034653	-0.017038	-0.078691	-0.027801	0.013129	-0.140140	-0.033026	-0.002965	0.044062	-0.034609	-0.012882	-0.186753	-0.016345	0.069027	-0.053791	-0.003376	0.109090	-0.127139	0.052615	0.094009	0.062307	0.114579	0.013464	-0.009951	0.124899	-0.006567	-0.084791	0.081907	-0.026764	0.094171	0.020754	0.115675	0.056741	-0.084270	-0.090679	0.057826	0.052376	-0.017207	0.104899	0.062581
-0.020536	-0.066761	-0.068996	-0.083626	0.011929	-0.019466	0.007388	-0.039316	0.071444	0.003921	0.097425	0.038469	-0.072787	-0.029102	-0.049127	0.022501	0.068289	-0.130256	0.045276	-0.105252	-0.028106	0.028212	0.013382	-0.090336	-0.006259	-0.075408	-0.166425	-0.109490	0.087077	0.005956	-0.130240	-0.024515	0.039644	0.037628	-0.024534	-0.036430	0.071602	-0.042939	-0.037011	-0.038685	-0.024372	-0.042994	0.077379	0.021108	0.047844	-0.169409	0.048500	-0.034351	0.030708	0.090371	0.064811	-0.175507	0.072121	-0.005220	-0.064405	-0.004113	0.161525	-0.105336	-0.003497	0.066858	0.079147	-0.000018	0.032322	0.030871	0.101567	0.082696	-0.079562	0.104324	-0.006305	0.115816	0.000922	0.112290	0.072272	-0.054972	-0.071909	0.049843	0.079829	-0.030068	0.107996	0.062484
